Week_of_Year,Date,Board_Number,Site_Type,Board_Type,Species,Count,Daily_Precipitation,Weekly_Precipitation,Maximum_Temperature
37,9/16/21,31,Transitional Forest,Artificial,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,32,Transitional Forest,Artificial,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,32,Transitional Forest,Artificial,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,33,Transitional Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,34,Transitional Forest,Artificial,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,34,Transitional Forest,Artificial,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,35,Transitional Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,36,Transitional Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,37,Transitional Forest,Artificial,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,37,Transitional Forest,Artificial,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,37,Transitional Forest,Artificial,RB,1,2.4892,3.2512,28.88888889
37,9/16/21,38,Transitional Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,39,Transitional Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
37,9/16/21,40,Transitional Forest,Artificial,NA,0,2.4892,3.2512,28.88888889
38,9/23/21,1,Mature Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,1,Mature Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,2,Mature Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,3,Mature Forest,Natural,NA,0,4.318,5.207,22.77777778
38,9/23/21,4,Mature Forest,Natural,NA,0,4.318,5.207,22.77777778
38,9/23/21,5,Mature Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,6,Mature Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,7,Mature Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,8,Mature Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,8,Mature Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,9,Mature Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,9,Mature Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,10,Mature Forest,Natural,NA,0,4.318,5.207,22.77777778
38,9/23/21,11,Transitional Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,12,Transitional Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,13,Transitional Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,14,Transitional Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,15,Transitional Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,16,Transitional Forest,Natural,NA,0,4.318,5.207,22.77777778
38,9/23/21,17,Transitional Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,18,Transitional Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,19,Transitional Forest,Natural,NA,0,4.318,5.207,22.77777778
38,9/23/21,20,Transitional Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,20,Transitional Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,20,Transitional Forest,Natural,RB,1,4.318,5.207,22.77777778
38,9/23/21,21,Mature Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,22,Mature Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,23,Mature Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,24,Mature Forest,Artificial,SS,1,4.318,5.207,22.77777778
38,9/23/21,25,Mature Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,26,Mature Forest,Artificial,RB,1,4.318,5.207,22.77777778
38,9/23/21,26,Mature Forest,Artificial,RB,1,4.318,5.207,22.77777778
38,9/23/21,27,Mature Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,28,Mature Forest,Artificial,RB,1,4.318,5.207,22.77777778
38,9/23/21,29,Mature Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,30,Mature Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,31,Transitional Forest,Artificial,RB,1,4.318,5.207,22.77777778
38,9/23/21,32,Transitional Forest,Artificial,RB,1,4.318,5.207,22.77777778
38,9/23/21,32,Transitional Forest,Artificial,RB,1,4.318,5.207,22.77777778
38,9/23/21,32,Transitional Forest,Artificial,RB,1,4.318,5.207,22.77777778
38,9/23/21,33,Transitional Forest,Artificial,RB,1,4.318,5.207,22.77777778
38,9/23/21,33,Transitional Forest,Artificial,RB,1,4.318,5.207,22.77777778
38,9/23/21,34,Transitional Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,35,Transitional Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,36,Transitional Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,37,Transitional Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,38,Transitional Forest,Artificial,RB,1,4.318,5.207,22.77777778
38,9/23/21,38,Transitional Forest,Artificial,RB,1,4.318,5.207,22.77777778
38,9/23/21,39,Transitional Forest,Artificial,NA,0,4.318,5.207,22.77777778
38,9/23/21,40,Transitional Forest,Artificial,NA,0,4.318,5.207,22.77777778
39,9/30/21,1,Mature Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,2,Mature Forest,Natural,RB,1,0,0,19.44444444
39,9/30/21,3,Mature Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,4,Mature Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,5,Mature Forest,Natural,RB,1,0,0,19.44444444
39,9/30/21,6,Mature Forest,Natural,RB,1,0,0,19.44444444
39,9/30/21,7,Mature Forest,Natural,RB,1,0,0,19.44444444
39,9/30/21,7,Mature Forest,Natural,RB,1,0,0,19.44444444
39,9/30/21,8,Mature Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,9,Mature Forest,Natural,RB,1,0,0,19.44444444
39,9/30/21,9,Mature Forest,Natural,RB,1,0,0,19.44444444
39,9/30/21,10,Mature Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,11,Transitional Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,12,Transitional Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,13,Transitional Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,14,Transitional Forest,Natural,RB,1,0,0,19.44444444
39,9/30/21,15,Transitional Forest,Natural,RB,1,0,0,19.44444444
39,9/30/21,16,Transitional Forest,Natural,RB,1,0,0,19.44444444
39,9/30/21,17,Transitional Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,18,Transitional Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,19,Transitional Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,20,Transitional Forest,Natural,NA,0,0,0,19.44444444
39,9/30/21,21,Mature Forest,Artificial,RB,1,0,0,19.44444444
39,9/30/21,22,Mature Forest,Artificial,NA,0,0,0,19.44444444
39,9/30/21,23,Mature Forest,Artificial,NA,0,0,0,19.44444444
39,9/30/21,24,Mature Forest,Artificial,RB,1,0,0,19.44444444
39,9/30/21,25,Mature Forest,Artificial,RB,1,0,0,19.44444444
39,9/30/21,26,Mature Forest,Artificial,RB,1,0,0,19.44444444
39,9/30/21,27,Mature Forest,Artificial,NA,0,0,0,19.44444444
39,9/30/21,28,Mature Forest,Artificial,NA,0,0,0,19.44444444
39,9/30/21,29,Mature Forest,Artificial,NA,0,0,0,19.44444444
39,9/30/21,30,Mature Forest,Artificial,RB,1,0,0,19.44444444
39,9/30/21,31,Transitional Forest,Artificial,RB,1,0,0,19.44444444
39,9/30/21,32,Transitional Forest,Artificial,NA,0,0,0,19.44444444
39,9/30/21,33,Transitional Forest,Artificial,RB,1,0,0,19.44444444
39,9/30/21,34,Transitional Forest,Artificial,NA,0,0,0,19.44444444
39,9/30/21,35,Transitional Forest,Artificial,NA,0,0,0,19.44444444
39,9/30/21,36,Transitional Forest,Artificial,RB,1,0,0,19.44444444
39,9/30/21,37,Transitional Forest,Artificial,NA,0,0,0,19.44444444
39,9/30/21,38,Transitional Forest,Artificial,NA,0,0,0,19.44444444
39,9/30/21,39,Transitional Forest,Artificial,NA,0,0,0,19.44444444
39,9/30/21,40,Transitional Forest,Artificial,NA,0,0,0,19.44444444
40,10/7/21,1,Mature Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,1,Mature Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,2,Mature Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,2,Mature Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,3,Mature Forest,Natural,NA,0,0,0.7366,25
40,10/7/21,4,Mature Forest,Natural,NA,0,0,0.7366,25
40,10/7/21,5,Mature Forest,Natural,NA,0,0,0.7366,25
40,10/7/21,6,Mature Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,7,Mature Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,8,Mature Forest,Natural,NA,0,0,0.7366,25
40,10/7/21,9,Mature Forest,Natural,NA,0,0,0.7366,25
40,10/7/21,10,Mature Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,10,Mature Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,11,Transitional Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,12,Transitional Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,13,Transitional Forest,Natural,NA,0,0,0.7366,25
40,10/7/21,14,Transitional Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,14,Transitional Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,15,Transitional Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,16,Transitional Forest,Natural,NA,0,0,0.7366,25
40,10/7/21,17,Transitional Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,18,Transitional Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,19,Transitional Forest,Natural,RB,1,0,0.7366,25
40,10/7/21,20,Transitional Forest,Natural,TL,1,0,0.7366,25
40,10/7/21,21,Mature Forest,Artificial,NA,0,0,0.7366,25
40,10/7/21,22,Mature Forest,Artificial,NA,0,0,0.7366,25
40,10/7/21,23,Mature Forest,Artificial,NA,0,0,0.7366,25
40,10/7/21,24,Mature Forest,Artificial,RB,1,0,0.7366,25
40,10/7/21,25,Mature Forest,Artificial,RB,1,0,0.7366,25
40,10/7/21,26,Mature Forest,Artificial,RB,1,0,0.7366,25
40,10/7/21,27,Mature Forest,Artificial,NA,0,0,0.7366,25
40,10/7/21,28,Mature Forest,Artificial,NA,0,0,0.7366,25
40,10/7/21,29,Mature Forest,Artificial,RB,1,0,0.7366,25
40,10/7/21,30,Mature Forest,Artificial,RB,1,0,0.7366,25
40,10/7/21,31,Transitional Forest,Artificial,NA,0,0,0.7366,25
40,10/7/21,32,Transitional Forest,Artificial,NA,0,0,0.7366,25
40,10/7/21,33,Transitional Forest,Artificial,RB,1,0,0.7366,25
40,10/7/21,34,Transitional Forest,Artificial,RB,1,0,0.7366,25
40,10/7/21,34,Transitional Forest,Artificial,RB,1,0,0.7366,25
40,10/7/21,35,Transitional Forest,Artificial,RB,1,0,0.7366,25
40,10/7/21,36,Transitional Forest,Artificial,NA,0,0,0.7366,25
40,10/7/21,37,Transitional Forest,Artificial,NA,0,0,0.7366,25
40,10/7/21,38,Transitional Forest,Artificial,RB,1,0,0.7366,25
40,10/7/21,39,Transitional Forest,Artificial,RB,1,0,0.7366,25
40,10/7/21,40,Transitional Forest,Artificial,NA,0,0,0.7366,25
41,10/14/21,1,Mature Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,2,Mature Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,3,Mature Forest,Natural,NA,0,0,6.223,21.66666667
41,10/14/21,4,Mature Forest,Natural,NA,0,0,6.223,21.66666667
41,10/14/21,5,Mature Forest,Natural,NA,0,0,6.223,21.66666667
41,10/14/21,6,Mature Forest,Natural,NA,0,0,6.223,21.66666667
41,10/14/21,7,Mature Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,8,Mature Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,9,Mature Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,10,Mature Forest,Natural,NA,0,0,6.223,21.66666667
41,10/14/21,11,Transitional Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,12,Transitional Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,13,Transitional Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,14,Transitional Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,15,Transitional Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,16,Transitional Forest,Natural,NA,0,0,6.223,21.66666667
41,10/14/21,17,Transitional Forest,Natural,NA,0,0,6.223,21.66666667
41,10/14/21,18,Transitional Forest,Natural,NA,0,0,6.223,21.66666667
41,10/14/21,19,Transitional Forest,Natural,NA,0,0,6.223,21.66666667
41,10/14/21,20,Transitional Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,20,Transitional Forest,Natural,RB,1,0,6.223,21.66666667
41,10/14/21,21,Mature Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,22,Mature Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,23,Mature Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,24,Mature Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,25,Mature Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,26,Mature Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,27,Mature Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,28,Mature Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,29,Mature Forest,Artificial,RB,1,0,6.223,21.66666667
41,10/14/21,29,Mature Forest,Artificial,RB,1,0,6.223,21.66666667
41,10/14/21,29,Mature Forest,Artificial,SS,1,0,6.223,21.66666667
41,10/14/21,30,Mature Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,31,Transitional Forest,Artificial,RB,1,0,6.223,21.66666667
41,10/14/21,31,Transitional Forest,Artificial,RB,1,0,6.223,21.66666667
41,10/14/21,32,Transitional Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,33,Transitional Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,34,Transitional Forest,Artificial,RB,1,0,6.223,21.66666667
41,10/14/21,35,Transitional Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,36,Transitional Forest,Artificial,RB,1,0,6.223,21.66666667
41,10/14/21,36,Transitional Forest,Artificial,RB,1,0,6.223,21.66666667
41,10/14/21,37,Transitional Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,38,Transitional Forest,Artificial,RB,1,0,6.223,21.66666667
41,10/14/21,39,Transitional Forest,Artificial,NA,0,0,6.223,21.66666667
41,10/14/21,40,Transitional Forest,Artificial,NA,0,0,6.223,21.66666667
42,10/21/21,1,Mature Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,2,Mature Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,3,Mature Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,4,Mature Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,5,Mature Forest,Natural,RB,1,0,1.905,21.11111111
42,10/21/21,6,Mature Forest,Natural,RB,1,0,1.905,21.11111111
42,10/21/21,7,Mature Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,8,Mature Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,9,Mature Forest,Natural,RB,1,0,1.905,21.11111111
42,10/21/21,10,Mature Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,11,Transitional Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,12,Transitional Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,13,Transitional Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,14,Transitional Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,15,Transitional Forest,Natural,RB,1,0,1.905,21.11111111
42,10/21/21,16,Transitional Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,17,Transitional Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,18,Transitional Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,19,Transitional Forest,Natural,NA,0,0,1.905,21.11111111
42,10/21/21,20,Transitional Forest,Natural,RB,1,0,1.905,21.11111111
42,10/21/21,21,Mature Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,22,Mature Forest,Artificial,RB,1,0,1.905,21.11111111
42,10/21/21,23,Mature Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,24,Mature Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,25,Mature Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,26,Mature Forest,Artificial,RB,1,0,1.905,21.11111111
42,10/21/21,27,Mature Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,28,Mature Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,29,Mature Forest,Artificial,RB,1,0,1.905,21.11111111
42,10/21/21,30,Mature Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,31,Transitional Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,32,Transitional Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,33,Transitional Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,34,Transitional Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,35,Transitional Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,36,Transitional Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,37,Transitional Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,38,Transitional Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,39,Transitional Forest,Artificial,NA,0,0,1.905,21.11111111
42,10/21/21,40,Transitional Forest,Artificial,NA,0,0,1.905,21.11111111
43,10/28/21,1,Mature Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,2,Mature Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,3,Mature Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,4,Mature Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,5,Mature Forest,Natural,RB,1,0,4.8006,11.66666667
43,10/28/21,6,Mature Forest,Natural,RB,1,0,4.8006,11.66666667
43,10/28/21,7,Mature Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,8,Mature Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,9,Mature Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,10,Mature Forest,Natural,RB,1,0,4.8006,11.66666667
43,10/28/21,11,Transitional Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,12,Transitional Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,13,Transitional Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,14,Transitional Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,15,Transitional Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,16,Transitional Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,17,Transitional Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,18,Transitional Forest,Natural,RB,1,0,4.8006,11.66666667
43,10/28/21,19,Transitional Forest,Natural,NA,0,0,4.8006,11.66666667
43,10/28/21,20,Transitional Forest,Natural,RB,1,0,4.8006,11.66666667
43,10/28/21,21,Mature Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,22,Mature Forest,Artificial,RB,1,0,4.8006,11.66666667
43,10/28/21,23,Mature Forest,Artificial,RB,1,0,4.8006,11.66666667
43,10/28/21,24,Mature Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,25,Mature Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,26,Mature Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,27,Mature Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,28,Mature Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,29,Mature Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,30,Mature Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,31,Transitional Forest,Artificial,RB,1,0,4.8006,11.66666667
43,10/28/21,32,Transitional Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,33,Transitional Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,34,Transitional Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,35,Transitional Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,36,Transitional Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,37,Transitional Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,38,Transitional Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,39,Transitional Forest,Artificial,NA,0,0,4.8006,11.66666667
43,10/28/21,40,Transitional Forest,Artificial,NA,0,0,4.8006,11.66666667
44,11/4/21,1,Mature Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,2,Mature Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,3,Mature Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,4,Mature Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,5,Mature Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,6,Mature Forest,Natural,RB,1,0,2.54,6.666666667
44,11/4/21,7,Mature Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,8,Mature Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,9,Mature Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,10,Mature Forest,Natural,RB,1,0,2.54,6.666666667
44,11/4/21,11,Transitional Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,12,Transitional Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,13,Transitional Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,14,Transitional Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,15,Transitional Forest,Natural,RB,1,0,2.54,6.666666667
44,11/4/21,15,Transitional Forest,Natural,RB,1,0,2.54,6.666666667
44,11/4/21,16,Transitional Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,17,Transitional Forest,Natural,NA,0,0,2.54,6.666666667
44,11/4/21,18,Transitional Forest,Natural,RB,1,0,2.54,6.666666667
44,11/4/21,19,Transitional Forest,Natural,RB,1,0,2.54,6.666666667
44,11/4/21,20,Transitional Forest,Natural,RB,1,0,2.54,6.666666667
44,11/4/21,21,Mature Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,22,Mature Forest,Artificial,RB,1,0,2.54,6.666666667
44,11/4/21,23,Mature Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,24,Mature Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,25,Mature Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,26,Mature Forest,Artificial,RB,1,0,2.54,6.666666667
44,11/4/21,27,Mature Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,28,Mature Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,29,Mature Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,30,Mature Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,31,Transitional Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,32,Transitional Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,33,Transitional Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,34,Transitional Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,35,Transitional Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,36,Transitional Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,37,Transitional Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,38,Transitional Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,39,Transitional Forest,Artificial,NA,0,0,2.54,6.666666667
44,11/4/21,40,Transitional Forest,Artificial,NA,0,0,2.54,6.666666667
45,11/11/21,1,Mature Forest,Natural,RB,1,1.016,1.016,14.44444444
45,11/11/21,2,Mature Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,3,Mature Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,4,Mature Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,5,Mature Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,6,Mature Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,7,Mature Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,8,Mature Forest,Natural,RB,1,1.016,1.016,14.44444444
45,11/11/21,9,Mature Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,10,Mature Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,11,Transitional Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,12,Transitional Forest,Natural,RB,1,1.016,1.016,14.44444444
45,11/11/21,13,Transitional Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,14,Transitional Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,15,Transitional Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,16,Transitional Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,17,Transitional Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,18,Transitional Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,19,Transitional Forest,Natural,RB,1,1.016,1.016,14.44444444
45,11/11/21,20,Transitional Forest,Natural,NA,0,1.016,1.016,14.44444444
45,11/11/21,21,Mature Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,22,Mature Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,23,Mature Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,24,Mature Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,25,Mature Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,26,Mature Forest,Artificial,RB,1,1.016,1.016,14.44444444
45,11/11/21,27,Mature Forest,Artificial,RB,1,1.016,1.016,14.44444444
45,11/11/21,28,Mature Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,29,Mature Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,30,Mature Forest,Artificial,RB,1,1.016,1.016,14.44444444
45,11/11/21,31,Transitional Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,32,Transitional Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,33,Transitional Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,34,Transitional Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,35,Transitional Forest,Artificial,RB,1,1.016,1.016,14.44444444
45,11/11/21,36,Transitional Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,37,Transitional Forest,Artificial,NA,0,1.016,1.016,14.44444444
45,11/11/21,38,Transitional Forest,Artificial,NA,0,1.016,1.016,14.44444444
