"","Week_of_Year","Date","Board_Number","Site_Type","Board_Type","Species","Count","Daily_Precipitation","Weekly_Precipitation","Maximum_Temperature","Year"
"1139",42,2020-10-20,10,"Mature Forest","Natural","RB",1,0.762,2.8194,11.66666667,2020
"1140",42,2020-10-20,11,"Transitional Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1141",42,2020-10-20,12,"Transitional Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1142",42,2020-10-20,13,"Transitional Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1143",42,2020-10-20,14,"Transitional Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1144",42,2020-10-20,15,"Transitional Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1145",42,2020-10-20,16,"Transitional Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1146",42,2020-10-20,17,"Transitional Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1147",42,2020-10-20,18,"Transitional Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1148",42,2020-10-20,19,"Transitional Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1149",42,2020-10-20,20,"Transitional Forest","Natural",NA,0,0.762,2.8194,11.66666667,2020
"1150",42,2020-10-20,21,"Mature Forest","Artificial","RB",1,0.762,2.8194,11.66666667,2020
"1151",42,2020-10-20,22,"Mature Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1152",42,2020-10-20,23,"Mature Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1153",42,2020-10-20,24,"Mature Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1154",42,2020-10-20,25,"Mature Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1155",42,2020-10-20,26,"Mature Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1156",42,2020-10-20,27,"Mature Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1157",42,2020-10-20,28,"Mature Forest","Artificial","RB",1,0.762,2.8194,11.66666667,2020
"1158",42,2020-10-20,29,"Mature Forest","Artificial","RB",1,0.762,2.8194,11.66666667,2020
"1159",42,2020-10-20,30,"Mature Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1160",42,2020-10-20,31,"Transitional Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1161",42,2020-10-20,32,"Transitional Forest","Artificial","RB",1,0.762,2.8194,11.66666667,2020
"1162",42,2020-10-20,33,"Transitional Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1163",42,2020-10-20,34,"Transitional Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1164",42,2020-10-20,35,"Transitional Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1165",42,2020-10-20,36,"Transitional Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1166",42,2020-10-20,37,"Transitional Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1167",42,2020-10-20,38,"Transitional Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1168",42,2020-10-20,39,"Transitional Forest","Artificial","RB",1,0.762,2.8194,11.66666667,2020
"1169",42,2020-10-20,40,"Transitional Forest","Artificial",NA,0,0.762,2.8194,11.66666667,2020
"1170",43,2020-10-27,1,"Mature Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1171",43,2020-10-27,2,"Mature Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1172",43,2020-10-27,3,"Mature Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1173",43,2020-10-27,4,"Mature Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1174",43,2020-10-27,5,"Mature Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1175",43,2020-10-27,6,"Mature Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1176",43,2020-10-27,7,"Mature Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1177",43,2020-10-27,8,"Mature Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1178",43,2020-10-27,9,"Mature Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1179",43,2020-10-27,10,"Mature Forest","Natural","RB",1,0.1524,4.8768,8.888888889,2020
"1180",43,2020-10-27,11,"Transitional Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1181",43,2020-10-27,12,"Transitional Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1182",43,2020-10-27,13,"Transitional Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1183",43,2020-10-27,14,"Transitional Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1184",43,2020-10-27,15,"Transitional Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1185",43,2020-10-27,16,"Transitional Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1186",43,2020-10-27,17,"Transitional Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1187",43,2020-10-27,18,"Transitional Forest","Natural","RB",1,0.1524,4.8768,8.888888889,2020
"1188",43,2020-10-27,19,"Transitional Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1189",43,2020-10-27,20,"Transitional Forest","Natural",NA,0,0.1524,4.8768,8.888888889,2020
"1190",43,2020-10-27,21,"Mature Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1191",43,2020-10-27,22,"Mature Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1192",43,2020-10-27,23,"Mature Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1193",43,2020-10-27,24,"Mature Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1194",43,2020-10-27,25,"Mature Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1195",43,2020-10-27,26,"Mature Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1196",43,2020-10-27,27,"Mature Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1197",43,2020-10-27,28,"Mature Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1198",43,2020-10-27,29,"Mature Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1199",43,2020-10-27,30,"Mature Forest","Artificial","RB",1,0.1524,4.8768,8.888888889,2020
"1200",43,2020-10-27,31,"Transitional Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1201",43,2020-10-27,32,"Transitional Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1202",43,2020-10-27,33,"Transitional Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1203",43,2020-10-27,34,"Transitional Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1204",43,2020-10-27,35,"Transitional Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1205",43,2020-10-27,36,"Transitional Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1206",43,2020-10-27,37,"Transitional Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1207",43,2020-10-27,38,"Transitional Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1208",43,2020-10-27,39,"Transitional Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1209",43,2020-10-27,40,"Transitional Forest","Artificial",NA,0,0.1524,4.8768,8.888888889,2020
"1210",44,2020-11-03,1,"Mature Forest","Natural",NA,0,0,2.54,5,2020
"1211",44,2020-11-03,2,"Mature Forest","Natural",NA,0,0,2.54,5,2020
"1212",44,2020-11-03,3,"Mature Forest","Natural",NA,0,0,2.54,5,2020
"1213",44,2020-11-03,4,"Mature Forest","Natural",NA,0,0,2.54,5,2020
"1214",44,2020-11-03,5,"Mature Forest","Natural",NA,0,0,2.54,5,2020
"1215",44,2020-11-03,6,"Mature Forest","Natural",NA,0,0,2.54,5,2020
"1216",44,2020-11-03,7,"Mature Forest","Natural",NA,0,0,2.54,5,2020
"1217",44,2020-11-03,8,"Mature Forest","Natural",NA,0,0,2.54,5,2020
"1218",44,2020-11-03,9,"Mature Forest","Natural",NA,0,0,2.54,5,2020
"1219",44,2020-11-03,10,"Mature Forest","Natural","RB",1,0,2.54,5,2020
"1220",44,2020-11-03,11,"Transitional Forest","Natural",NA,0,0,2.54,5,2020
"1221",44,2020-11-03,12,"Transitional Forest","Natural",NA,0,0,2.54,5,2020
"1222",44,2020-11-03,13,"Transitional Forest","Natural",NA,0,0,2.54,5,2020
"1223",44,2020-11-03,14,"Transitional Forest","Natural",NA,0,0,2.54,5,2020
"1224",44,2020-11-03,15,"Transitional Forest","Natural",NA,0,0,2.54,5,2020
"1225",44,2020-11-03,16,"Transitional Forest","Natural",NA,0,0,2.54,5,2020
"1226",44,2020-11-03,17,"Transitional Forest","Natural",NA,0,0,2.54,5,2020
"1227",44,2020-11-03,18,"Transitional Forest","Natural",NA,0,0,2.54,5,2020
"1228",44,2020-11-03,19,"Transitional Forest","Natural",NA,0,0,2.54,5,2020
"1229",44,2020-11-03,20,"Transitional Forest","Natural",NA,0,0,2.54,5,2020
"1230",44,2020-11-03,21,"Mature Forest","Artificial",NA,0,0,2.54,5,2020
"1231",44,2020-11-03,22,"Mature Forest","Artificial",NA,0,0,2.54,5,2020
"1232",44,2020-11-03,23,"Mature Forest","Artificial",NA,0,0,2.54,5,2020
"1233",44,2020-11-03,24,"Mature Forest","Artificial",NA,0,0,2.54,5,2020
"1234",44,2020-11-03,25,"Mature Forest","Artificial",NA,0,0,2.54,5,2020
"1235",44,2020-11-03,26,"Mature Forest","Artificial","RB",1,0,2.54,5,2020
"1236",44,2020-11-03,27,"Mature Forest","Artificial",NA,0,0,2.54,5,2020
"1237",44,2020-11-03,28,"Mature Forest","Artificial",NA,0,0,2.54,5,2020
"1238",44,2020-11-03,29,"Mature Forest","Artificial",NA,0,0,2.54,5,2020
"1239",44,2020-11-03,30,"Mature Forest","Artificial",NA,0,0,2.54,5,2020
"1240",44,2020-11-03,31,"Transitional Forest","Artificial",NA,0,0,2.54,5,2020
"1241",44,2020-11-03,32,"Transitional Forest","Artificial",NA,0,0,2.54,5,2020
"1242",44,2020-11-03,33,"Transitional Forest","Artificial",NA,0,0,2.54,5,2020
"1243",44,2020-11-03,34,"Transitional Forest","Artificial",NA,0,0,2.54,5,2020
"1244",44,2020-11-03,35,"Transitional Forest","Artificial",NA,0,0,2.54,5,2020
"1245",44,2020-11-03,36,"Transitional Forest","Artificial",NA,0,0,2.54,5,2020
"1246",44,2020-11-03,37,"Transitional Forest","Artificial",NA,0,0,2.54,5,2020
"1247",44,2020-11-03,38,"Transitional Forest","Artificial",NA,0,0,2.54,5,2020
"1248",44,2020-11-03,39,"Transitional Forest","Artificial",NA,0,0,2.54,5,2020
"1249",44,2020-11-03,40,"Transitional Forest","Artificial",NA,0,0,2.54,5,2020
"1250",45,2020-11-10,1,"Mature Forest","Natural","RB",1,0,0,23.88888889,2020
"1251",45,2020-11-10,2,"Mature Forest","Natural",NA,0,0,0,23.88888889,2020
"1252",45,2020-11-10,3,"Mature Forest","Natural",NA,0,0,0,23.88888889,2020
"1253",45,2020-11-10,4,"Mature Forest","Natural",NA,0,0,0,23.88888889,2020
"1254",45,2020-11-10,5,"Mature Forest","Natural","RB",1,0,0,23.88888889,2020
"1255",45,2020-11-10,6,"Mature Forest","Natural","RB",1,0,0,23.88888889,2020
"1256",45,2020-11-10,6,"Mature Forest","Natural","RB",1,0,0,23.88888889,2020
"1257",45,2020-11-10,7,"Mature Forest","Natural","RB",1,0,0,23.88888889,2020
"1258",45,2020-11-10,8,"Mature Forest","Natural",NA,0,0,0,23.88888889,2020
"1259",45,2020-11-10,9,"Mature Forest","Natural",NA,0,0,0,23.88888889,2020
"1260",45,2020-11-10,10,"Mature Forest","Natural","RB",1,0,0,23.88888889,2020
"1261",45,2020-11-10,11,"Transitional Forest","Natural",NA,0,0,0,23.88888889,2020
"1262",45,2020-11-10,12,"Transitional Forest","Natural",NA,0,0,0,23.88888889,2020
"1263",45,2020-11-10,13,"Transitional Forest","Natural",NA,0,0,0,23.88888889,2020
"1264",45,2020-11-10,14,"Transitional Forest","Natural","RB",1,0,0,23.88888889,2020
"1265",45,2020-11-10,15,"Transitional Forest","Natural",NA,0,0,0,23.88888889,2020
"1266",45,2020-11-10,16,"Transitional Forest","Natural",NA,0,0,0,23.88888889,2020
"1267",45,2020-11-10,17,"Transitional Forest","Natural",NA,0,0,0,23.88888889,2020
"1268",45,2020-11-10,18,"Transitional Forest","Natural","RB",1,0,0,23.88888889,2020
"1269",45,2020-11-10,19,"Transitional Forest","Natural","RB",1,0,0,23.88888889,2020
"1270",45,2020-11-10,20,"Transitional Forest","Natural",NA,0,0,0,23.88888889,2020
"1271",45,2020-11-10,21,"Mature Forest","Artificial",NA,0,0,0,23.88888889,2020
"1272",45,2020-11-10,22,"Mature Forest","Artificial",NA,0,0,0,23.88888889,2020
"1273",45,2020-11-10,23,"Mature Forest","Artificial","RB",1,0,0,23.88888889,2020
"1274",45,2020-11-10,24,"Mature Forest","Artificial",NA,0,0,0,23.88888889,2020
"1275",45,2020-11-10,25,"Mature Forest","Artificial","RB",1,0,0,23.88888889,2020
"1276",45,2020-11-10,26,"Mature Forest","Artificial","RB",1,0,0,23.88888889,2020
"1277",45,2020-11-10,26,"Mature Forest","Artificial","RB",1,0,0,23.88888889,2020
"1278",45,2020-11-10,27,"Mature Forest","Artificial",NA,0,0,0,23.88888889,2020
"1279",45,2020-11-10,28,"Mature Forest","Artificial",NA,0,0,0,23.88888889,2020
"1280",45,2020-11-10,29,"Mature Forest","Artificial","RB",1,0,0,23.88888889,2020
"1281",45,2020-11-10,30,"Mature Forest","Artificial",NA,0,0,0,23.88888889,2020
"1282",45,2020-11-10,31,"Transitional Forest","Artificial",NA,0,0,0,23.88888889,2020
"1283",45,2020-11-10,32,"Transitional Forest","Artificial","RB",1,0,0,23.88888889,2020
"1284",45,2020-11-10,33,"Transitional Forest","Artificial",NA,0,0,0,23.88888889,2020
"1285",45,2020-11-10,34,"Transitional Forest","Artificial",NA,0,0,0,23.88888889,2020
"1286",45,2020-11-10,35,"Transitional Forest","Artificial",NA,0,0,0,23.88888889,2020
"1287",45,2020-11-10,36,"Transitional Forest","Artificial",NA,0,0,0,23.88888889,2020
"1288",45,2020-11-10,37,"Transitional Forest","Artificial",NA,0,0,0,23.88888889,2020
"1289",45,2020-11-10,38,"Transitional Forest","Artificial",NA,0,0,0,23.88888889,2020
"1290",45,2020-11-10,39,"Transitional Forest","Artificial",NA,0,0,0,23.88888889,2020
"1291",45,2020-11-10,40,"Transitional Forest","Artificial",NA,0,0,0,23.88888889,2020
"1292",36,2021-09-09,1,"Mature Forest","Natural","RB",1,0,0.4318,25,2021
"1293",36,2021-09-09,2,"Mature Forest","Natural",NA,0,0,0.4318,25,2021
"1294",36,2021-09-09,3,"Mature Forest","Natural",NA,0,0,0.4318,25,2021
"1295",36,2021-09-09,4,"Mature Forest","Natural",NA,0,0,0.4318,25,2021
"1296",36,2021-09-09,5,"Mature Forest","Natural",NA,0,0,0.4318,25,2021
"1297",36,2021-09-09,6,"Mature Forest","Natural","RB",1,0,0.4318,25,2021
"1298",36,2021-09-09,7,"Mature Forest","Natural",NA,0,0,0.4318,25,2021
"1299",36,2021-09-09,8,"Mature Forest","Natural",NA,0,0,0.4318,25,2021
"1300",36,2021-09-09,9,"Mature Forest","Natural",NA,0,0,0.4318,25,2021
"1301",36,2021-09-09,10,"Mature Forest","Natural","RB",1,0,0.4318,25,2021
"1302",36,2021-09-09,10,"Mature Forest","Natural","RB",1,0,0.4318,25,2021
"1303",36,2021-09-09,11,"Transitional Forest","Natural","RB",1,0,0.4318,25,2021
"1304",36,2021-09-09,11,"Transitional Forest","Natural","SS",1,0,0.4318,25,2021
"1305",36,2021-09-09,12,"Transitional Forest","Natural",NA,0,0,0.4318,25,2021
"1306",36,2021-09-09,13,"Transitional Forest","Natural","RSN",1,0,0.4318,25,2021
"1307",36,2021-09-09,14,"Transitional Forest","Natural","RB",1,0,0.4318,25,2021
"1308",36,2021-09-09,15,"Transitional Forest","Natural","RB",1,0,0.4318,25,2021
"1309",36,2021-09-09,16,"Transitional Forest","Natural",NA,0,0,0.4318,25,2021
"1310",36,2021-09-09,17,"Transitional Forest","Natural","RB",1,0,0.4318,25,2021
"1311",36,2021-09-09,17,"Transitional Forest","Natural","RB",1,0,0.4318,25,2021
"1312",36,2021-09-09,18,"Transitional Forest","Natural","RB",1,0,0.4318,25,2021
"1313",36,2021-09-09,19,"Transitional Forest","Natural","RB",1,0,0.4318,25,2021
"1314",36,2021-09-09,20,"Transitional Forest","Natural","RB",1,0,0.4318,25,2021
"1315",36,2021-09-09,21,"Mature Forest","Artificial",NA,0,0,0.4318,25,2021
"1316",36,2021-09-09,22,"Mature Forest","Artificial",NA,0,0,0.4318,25,2021
"1317",36,2021-09-09,23,"Mature Forest","Artificial",NA,0,0,0.4318,25,2021
"1318",36,2021-09-09,24,"Mature Forest","Artificial","RB",1,0,0.4318,25,2021
"1319",36,2021-09-09,25,"Mature Forest","Artificial",NA,0,0,0.4318,25,2021
"1320",36,2021-09-09,26,"Mature Forest","Artificial","RB",1,0,0.4318,25,2021
"1321",36,2021-09-09,26,"Mature Forest","Artificial","RB",1,0,0.4318,25,2021
"1322",36,2021-09-09,27,"Mature Forest","Artificial",NA,0,0,0.4318,25,2021
"1323",36,2021-09-09,28,"Mature Forest","Artificial",NA,0,0,0.4318,25,2021
"1324",36,2021-09-09,29,"Mature Forest","Artificial","RB",1,0,0.4318,25,2021
"1325",36,2021-09-09,30,"Mature Forest","Artificial",NA,0,0,0.4318,25,2021
"1326",36,2021-09-09,31,"Transitional Forest","Artificial","RB",1,0,0.4318,25,2021
"1327",36,2021-09-09,32,"Transitional Forest","Artificial",NA,0,0,0.4318,25,2021
"1328",36,2021-09-09,33,"Transitional Forest","Artificial","RB",1,0,0.4318,25,2021
"1329",36,2021-09-09,34,"Transitional Forest","Artificial",NA,0,0,0.4318,25,2021
"1330",36,2021-09-09,35,"Transitional Forest","Artificial","RB",1,0,0.4318,25,2021
"1331",36,2021-09-09,35,"Transitional Forest","Artificial","RB",1,0,0.4318,25,2021
"1332",36,2021-09-09,36,"Transitional Forest","Artificial",NA,0,0,0.4318,25,2021
"1333",36,2021-09-09,37,"Transitional Forest","Artificial",NA,0,0,0.4318,25,2021
"1334",36,2021-09-09,38,"Transitional Forest","Artificial",NA,0,0,0.4318,25,2021
"1335",36,2021-09-09,39,"Transitional Forest","Artificial",NA,0,0,0.4318,25,2021
"1336",36,2021-09-09,40,"Transitional Forest","Artificial","RB",1,0,0.4318,25,2021
"1337",36,2021-09-09,40,"Transitional Forest","Artificial","RB",1,0,0.4318,25,2021
"1338",37,2021-09-16,1,"Mature Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1339",37,2021-09-16,2,"Mature Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1340",37,2021-09-16,3,"Mature Forest","Natural",NA,0,2.4892,3.2512,28.88888889,2021
"1341",37,2021-09-16,4,"Mature Forest","Natural",NA,0,2.4892,3.2512,28.88888889,2021
"1342",37,2021-09-16,5,"Mature Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1343",37,2021-09-16,6,"Mature Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1344",37,2021-09-16,6,"Mature Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1345",37,2021-09-16,7,"Mature Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1346",37,2021-09-16,7,"Mature Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1347",37,2021-09-16,8,"Mature Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1348",37,2021-09-16,9,"Mature Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1349",37,2021-09-16,9,"Mature Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1350",37,2021-09-16,10,"Mature Forest","Natural",NA,0,2.4892,3.2512,28.88888889,2021
"1351",37,2021-09-16,11,"Transitional Forest","Natural",NA,0,2.4892,3.2512,28.88888889,2021
"1352",37,2021-09-16,12,"Transitional Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1353",37,2021-09-16,13,"Transitional Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1354",37,2021-09-16,13,"Transitional Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1355",37,2021-09-16,14,"Transitional Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1356",37,2021-09-16,15,"Transitional Forest","Natural",NA,0,2.4892,3.2512,28.88888889,2021
"1357",37,2021-09-16,16,"Transitional Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1358",37,2021-09-16,16,"Transitional Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1359",37,2021-09-16,16,"Transitional Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1360",37,2021-09-16,17,"Transitional Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1361",37,2021-09-16,17,"Transitional Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1362",37,2021-09-16,17,"Transitional Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1363",37,2021-09-16,18,"Transitional Forest","Natural",NA,0,2.4892,3.2512,28.88888889,2021
"1364",37,2021-09-16,19,"Transitional Forest","Natural",NA,0,2.4892,3.2512,28.88888889,2021
"1365",37,2021-09-16,20,"Transitional Forest","Natural","RB",1,2.4892,3.2512,28.88888889,2021
"1366",37,2021-09-16,21,"Mature Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1367",37,2021-09-16,22,"Mature Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1368",37,2021-09-16,23,"Mature Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1369",37,2021-09-16,24,"Mature Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1370",37,2021-09-16,25,"Mature Forest","Artificial","RB",1,2.4892,3.2512,28.88888889,2021
"1371",37,2021-09-16,26,"Mature Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1372",37,2021-09-16,27,"Mature Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1373",37,2021-09-16,28,"Mature Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1374",37,2021-09-16,29,"Mature Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1375",37,2021-09-16,30,"Mature Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1376",37,2021-09-16,31,"Transitional Forest","Artificial","RB",1,2.4892,3.2512,28.88888889,2021
"1377",37,2021-09-16,31,"Transitional Forest","Artificial","RB",1,2.4892,3.2512,28.88888889,2021
"1378",37,2021-09-16,31,"Transitional Forest","Artificial","RB",1,2.4892,3.2512,28.88888889,2021
"1379",37,2021-09-16,32,"Transitional Forest","Artificial","RB",1,2.4892,3.2512,28.88888889,2021
"1380",37,2021-09-16,32,"Transitional Forest","Artificial","RB",1,2.4892,3.2512,28.88888889,2021
"1381",37,2021-09-16,33,"Transitional Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1382",37,2021-09-16,34,"Transitional Forest","Artificial","RB",1,2.4892,3.2512,28.88888889,2021
"1383",37,2021-09-16,34,"Transitional Forest","Artificial","RB",1,2.4892,3.2512,28.88888889,2021
"1384",37,2021-09-16,35,"Transitional Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1385",37,2021-09-16,36,"Transitional Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1386",37,2021-09-16,37,"Transitional Forest","Artificial","RB",1,2.4892,3.2512,28.88888889,2021
"1387",37,2021-09-16,37,"Transitional Forest","Artificial","RB",1,2.4892,3.2512,28.88888889,2021
"1388",37,2021-09-16,37,"Transitional Forest","Artificial","RB",1,2.4892,3.2512,28.88888889,2021
"1389",37,2021-09-16,38,"Transitional Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1390",37,2021-09-16,39,"Transitional Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1391",37,2021-09-16,40,"Transitional Forest","Artificial",NA,0,2.4892,3.2512,28.88888889,2021
"1392",38,2021-09-23,1,"Mature Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1393",38,2021-09-23,1,"Mature Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1394",38,2021-09-23,2,"Mature Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1395",38,2021-09-23,3,"Mature Forest","Natural",NA,0,4.318,5.207,22.77777778,2021
"1396",38,2021-09-23,4,"Mature Forest","Natural",NA,0,4.318,5.207,22.77777778,2021
"1397",38,2021-09-23,5,"Mature Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1398",38,2021-09-23,6,"Mature Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1399",38,2021-09-23,7,"Mature Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1400",38,2021-09-23,8,"Mature Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1401",38,2021-09-23,8,"Mature Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1402",38,2021-09-23,9,"Mature Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1403",38,2021-09-23,9,"Mature Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1404",38,2021-09-23,10,"Mature Forest","Natural",NA,0,4.318,5.207,22.77777778,2021
"1405",38,2021-09-23,11,"Transitional Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1406",38,2021-09-23,12,"Transitional Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1407",38,2021-09-23,13,"Transitional Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1408",38,2021-09-23,14,"Transitional Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1409",38,2021-09-23,15,"Transitional Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1410",38,2021-09-23,16,"Transitional Forest","Natural",NA,0,4.318,5.207,22.77777778,2021
"1411",38,2021-09-23,17,"Transitional Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1412",38,2021-09-23,18,"Transitional Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1413",38,2021-09-23,19,"Transitional Forest","Natural",NA,0,4.318,5.207,22.77777778,2021
"1414",38,2021-09-23,20,"Transitional Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1415",38,2021-09-23,20,"Transitional Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1416",38,2021-09-23,20,"Transitional Forest","Natural","RB",1,4.318,5.207,22.77777778,2021
"1417",38,2021-09-23,21,"Mature Forest","Artificial",NA,0,4.318,5.207,22.77777778,2021
"1418",38,2021-09-23,22,"Mature Forest","Artificial",NA,0,4.318,5.207,22.77777778,2021
"1419",38,2021-09-23,23,"Mature Forest","Artificial",NA,0,4.318,5.207,22.77777778,2021
"1420",38,2021-09-23,24,"Mature Forest","Artificial","SS",1,4.318,5.207,22.77777778,2021
"1421",38,2021-09-23,25,"Mature Forest","Artificial",NA,0,4.318,5.207,22.77777778,2021
"1422",38,2021-09-23,26,"Mature Forest","Artificial","RB",1,4.318,5.207,22.77777778,2021
"1423",38,2021-09-23,26,"Mature Forest","Artificial","RB",1,4.318,5.207,22.77777778,2021
"1424",38,2021-09-23,27,"Mature Forest","Artificial",NA,0,4.318,5.207,22.77777778,2021
