Week_of_Year,Date,Board_Number,Abundance,Richness,Site_Type,Board_Type,Daily_Precipitation,Maximum_Temperature,Weekly_Precipitation
42,10/21/21,22,1,1,Mature Forest,Artificial,0,21.11111111,1.905
42,10/21/21,23,0,0,Mature Forest,Artificial,0,21.11111111,1.905
42,10/21/21,24,0,0,Mature Forest,Artificial,0,21.11111111,1.905
42,10/21/21,25,0,0,Mature Forest,Artificial,0,21.11111111,1.905
42,10/21/21,26,1,1,Mature Forest,Artificial,0,21.11111111,1.905
42,10/21/21,27,0,0,Mature Forest,Artificial,0,21.11111111,1.905
42,10/21/21,28,0,0,Mature Forest,Artificial,0,21.11111111,1.905
42,10/21/21,29,1,1,Mature Forest,Artificial,0,21.11111111,1.905
42,10/21/21,30,0,0,Mature Forest,Artificial,0,21.11111111,1.905
42,10/21/21,31,0,0,Transitional Forest,Artificial,0,21.11111111,1.905
42,10/21/21,32,0,0,Transitional Forest,Artificial,0,21.11111111,1.905
42,10/21/21,33,0,0,Transitional Forest,Artificial,0,21.11111111,1.905
42,10/21/21,34,0,0,Transitional Forest,Artificial,0,21.11111111,1.905
42,10/21/21,35,0,0,Transitional Forest,Artificial,0,21.11111111,1.905
42,10/21/21,36,0,0,Transitional Forest,Artificial,0,21.11111111,1.905
42,10/21/21,37,0,0,Transitional Forest,Artificial,0,21.11111111,1.905
42,10/21/21,38,0,0,Transitional Forest,Artificial,0,21.11111111,1.905
42,10/21/21,39,0,0,Transitional Forest,Artificial,0,21.11111111,1.905
42,10/21/21,40,0,0,Transitional Forest,Artificial,0,21.11111111,1.905
43,10/28/21,1,0,0,Mature Forest,Natural,0,11.66666667,4.8006
43,10/28/21,2,0,0,Mature Forest,Natural,0,11.66666667,4.8006
43,10/28/21,3,0,0,Mature Forest,Natural,0,11.66666667,4.8006
43,10/28/21,4,0,0,Mature Forest,Natural,0,11.66666667,4.8006
43,10/28/21,5,1,1,Mature Forest,Natural,0,11.66666667,4.8006
43,10/28/21,6,1,1,Mature Forest,Natural,0,11.66666667,4.8006
43,10/28/21,7,0,0,Mature Forest,Natural,0,11.66666667,4.8006
43,10/28/21,8,0,0,Mature Forest,Natural,0,11.66666667,4.8006
43,10/28/21,9,0,0,Mature Forest,Natural,0,11.66666667,4.8006
43,10/28/21,10,1,1,Mature Forest,Natural,0,11.66666667,4.8006
43,10/28/21,11,0,0,Transitional Forest,Natural,0,11.66666667,4.8006
43,10/28/21,12,0,0,Transitional Forest,Natural,0,11.66666667,4.8006
43,10/28/21,13,0,0,Transitional Forest,Natural,0,11.66666667,4.8006
43,10/28/21,14,0,0,Transitional Forest,Natural,0,11.66666667,4.8006
43,10/28/21,15,0,0,Transitional Forest,Natural,0,11.66666667,4.8006
43,10/28/21,16,0,0,Transitional Forest,Natural,0,11.66666667,4.8006
43,10/28/21,17,0,0,Transitional Forest,Natural,0,11.66666667,4.8006
43,10/28/21,18,1,1,Transitional Forest,Natural,0,11.66666667,4.8006
43,10/28/21,19,0,0,Transitional Forest,Natural,0,11.66666667,4.8006
43,10/28/21,20,1,1,Transitional Forest,Natural,0,11.66666667,4.8006
43,10/28/21,21,0,0,Mature Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,22,1,1,Mature Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,23,1,1,Mature Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,24,0,0,Mature Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,25,0,0,Mature Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,26,0,0,Mature Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,27,0,0,Mature Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,28,0,0,Mature Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,29,0,0,Mature Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,30,0,0,Mature Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,31,1,1,Transitional Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,32,0,0,Transitional Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,33,0,0,Transitional Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,34,0,0,Transitional Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,35,0,0,Transitional Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,36,0,0,Transitional Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,37,0,0,Transitional Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,38,0,0,Transitional Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,39,0,0,Transitional Forest,Artificial,0,11.66666667,4.8006
43,10/28/21,40,0,0,Transitional Forest,Artificial,0,11.66666667,4.8006
44,11/4/21,1,0,0,Mature Forest,Natural,0,6.666666667,2.54
44,11/4/21,2,0,0,Mature Forest,Natural,0,6.666666667,2.54
44,11/4/21,3,0,0,Mature Forest,Natural,0,6.666666667,2.54
44,11/4/21,4,0,0,Mature Forest,Natural,0,6.666666667,2.54
44,11/4/21,5,0,0,Mature Forest,Natural,0,6.666666667,2.54
44,11/4/21,6,1,1,Mature Forest,Natural,0,6.666666667,2.54
44,11/4/21,7,0,0,Mature Forest,Natural,0,6.666666667,2.54
44,11/4/21,8,0,0,Mature Forest,Natural,0,6.666666667,2.54
44,11/4/21,9,0,0,Mature Forest,Natural,0,6.666666667,2.54
44,11/4/21,10,1,1,Mature Forest,Natural,0,6.666666667,2.54
44,11/4/21,11,0,0,Transitional Forest,Natural,0,6.666666667,2.54
44,11/4/21,12,0,0,Transitional Forest,Natural,0,6.666666667,2.54
44,11/4/21,13,0,0,Transitional Forest,Natural,0,6.666666667,2.54
44,11/4/21,14,0,0,Transitional Forest,Natural,0,6.666666667,2.54
44,11/4/21,15,2,1,Transitional Forest,Natural,0,6.666666667,2.54
44,11/4/21,16,0,0,Transitional Forest,Natural,0,6.666666667,2.54
44,11/4/21,17,0,0,Transitional Forest,Natural,0,6.666666667,2.54
44,11/4/21,18,1,1,Transitional Forest,Natural,0,6.666666667,2.54
44,11/4/21,19,1,1,Transitional Forest,Natural,0,6.666666667,2.54
44,11/4/21,20,1,1,Transitional Forest,Natural,0,6.666666667,2.54
44,11/4/21,21,0,0,Mature Forest,Artificial,0,6.666666667,2.54
44,11/4/21,22,1,1,Mature Forest,Artificial,0,6.666666667,2.54
44,11/4/21,23,0,0,Mature Forest,Artificial,0,6.666666667,2.54
44,11/4/21,24,0,0,Mature Forest,Artificial,0,6.666666667,2.54
44,11/4/21,25,0,0,Mature Forest,Artificial,0,6.666666667,2.54
44,11/4/21,26,1,1,Mature Forest,Artificial,0,6.666666667,2.54
44,11/4/21,27,0,0,Mature Forest,Artificial,0,6.666666667,2.54
44,11/4/21,28,0,0,Mature Forest,Artificial,0,6.666666667,2.54
44,11/4/21,29,0,0,Mature Forest,Artificial,0,6.666666667,2.54
44,11/4/21,30,0,0,Mature Forest,Artificial,0,6.666666667,2.54
44,11/4/21,31,0,0,Transitional Forest,Artificial,0,6.666666667,2.54
44,11/4/21,32,0,0,Transitional Forest,Artificial,0,6.666666667,2.54
44,11/4/21,33,0,0,Transitional Forest,Artificial,0,6.666666667,2.54
44,11/4/21,34,0,0,Transitional Forest,Artificial,0,6.666666667,2.54
44,11/4/21,35,0,0,Transitional Forest,Artificial,0,6.666666667,2.54
44,11/4/21,36,0,0,Transitional Forest,Artificial,0,6.666666667,2.54
44,11/4/21,37,0,0,Transitional Forest,Artificial,0,6.666666667,2.54
44,11/4/21,38,0,0,Transitional Forest,Artificial,0,6.666666667,2.54
44,11/4/21,39,0,0,Transitional Forest,Artificial,0,6.666666667,2.54
44,11/4/21,40,0,0,Transitional Forest,Artificial,0,6.666666667,2.54
45,11/11/21,1,1,1,Mature Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,2,0,0,Mature Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,3,0,0,Mature Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,4,0,0,Mature Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,5,0,0,Mature Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,6,0,0,Mature Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,7,0,0,Mature Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,8,1,1,Mature Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,9,0,0,Mature Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,10,0,0,Mature Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,11,0,0,Transitional Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,12,1,1,Transitional Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,13,0,0,Transitional Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,14,0,0,Transitional Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,15,0,0,Transitional Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,16,0,0,Transitional Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,17,0,0,Transitional Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,18,0,0,Transitional Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,19,1,1,Transitional Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,20,0,0,Transitional Forest,Natural,1.016,14.44444444,1.016
45,11/11/21,21,0,0,Mature Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,22,0,0,Mature Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,23,0,0,Mature Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,24,0,0,Mature Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,25,0,0,Mature Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,26,1,1,Mature Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,27,1,1,Mature Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,28,0,0,Mature Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,29,0,0,Mature Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,30,1,1,Mature Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,31,0,0,Transitional Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,32,0,0,Transitional Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,33,0,0,Transitional Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,34,0,0,Transitional Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,35,1,1,Transitional Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,36,0,0,Transitional Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,37,0,0,Transitional Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,38,0,0,Transitional Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,39,1,1,Transitional Forest,Artificial,1.016,14.44444444,1.016
45,11/11/21,40,0,0,Transitional Forest,Artificial,1.016,14.44444444,1.016
